,row,col,top
923,147,480,1.0
924,147,512,1.0
925,147,552,0.0
926,147,751,0.0
927,147,786,0.0
928,147,818,1.0
929,147,952,1.0
930,147,1163,0.0
931,147,1177,1.0
932,147,1266,1.0
933,147,1323,0.0
934,148,428,1.0
935,148,457,1.0
936,148,855,1.0
937,148,1151,0.0
938,148,1156,0.0
939,148,1361,0.0
940,149,119,0.0
941,149,156,0.0
942,149,252,0.0
943,149,503,0.0
944,149,521,1.0
945,149,834,1.0
946,149,884,1.0
947,149,937,0.0
948,149,947,0.0
949,149,1366,0.0
950,150,149,1.0
951,150,378,0.0
952,150,388,0.0
953,150,690,0.0
954,150,776,1.0
955,150,890,1.0
956,150,1150,0.0
957,150,1255,0.0
958,151,52,0.0
959,151,178,0.0
960,151,301,1.0
961,151,319,1.0
962,151,366,0.0
963,151,512,1.0
964,151,663,0.0
965,151,910,0.0
966,151,1201,1.0
967,151,1222,0.0
968,152,261,0.0
969,152,435,0.0
970,152,458,1.0
971,152,479,1.0
972,152,749,0.0
973,152,1127,0.0
974,152,1166,0.0
975,152,1186,1.0
976,152,1196,1.0
977,152,1360,0.0
978,153,149,1.0
979,153,224,1.0
980,153,249,0.0
981,153,733,0.0
982,153,836,1.0
983,153,1026,0.0
984,153,1091,0.0
985,153,1314,0.0
986,154,389,1.0
987,154,459,1.0
988,154,880,1.0
989,155,119,0.0
990,155,278,0.0
991,155,429,0.0
992,155,618,0.0
993,155,820,1.0
994,156,30,0.0
995,156,366,1.0
996,156,410,0.0
997,156,730,0.0
998,156,899,0.0
999,156,1068,0.0
1000,156,1085,0.0
1001,156,1141,1.0
1002,156,1149,1.0
1003,156,1212,1.0
1004,157,103,0.0
1005,157,133,1.0
1006,157,933,1.0
1007,157,993,0.0
1008,157,1197,0.0
1009,158,335,1.0
1010,158,358,1.0
1011,158,787,1.0
1012,158,1062,1.0
1013,158,1336,0.0
1014,159,156,0.0
1015,159,310,0.0
1016,159,314,0.0
1017,159,426,1.0
1018,159,459,0.0
1019,159,499,0.0
1020,159,772,1.0
1021,159,876,1.0
1022,159,902,1.0
1023,159,1209,0.0
1024,159,1308,0.0
1025,159,1343,0.0
1026,160,247,1.0
1027,160,350,1.0
1028,160,372,0.0
1029,160,674,0.0
1030,160,769,1.0
1031,160,844,0.0
1032,160,927,1.0
1033,160,1269,1.0
1034,161,43,0.0
1035,161,244,1.0
1036,161,816,1.0
1037,161,1174,1.0
1038,162,180,0.0
1039,162,463,1.0
1040,162,486,0.0
1041,162,759,1.0
1042,162,1065,0.0
1043,162,1072,0.0
1044,162,1073,0.0
1045,163,18,1.0
1046,163,91,0.0
1047,163,303,0.0
1048,163,347,1.0
1049,163,991,0.0
1050,163,1167,1.0
1051,163,1181,1.0
1052,163,1247,0.0
1053,164,15,1.0
1054,164,171,0.0
1055,164,257,0.0
1056,164,311,0.0
1057,164,357,0.0
1058,164,397,0.0
1059,164,672,0.0
1060,164,838,1.0
1061,164,919,1.0
1062,164,1009,0.0
1063,164,1144,1.0
1064,164,1187,0.0
1065,164,1317,0.0
1066,165,352,0.0
1067,165,388,1.0
1068,165,465,1.0
1069,165,696,0.0
1070,165,772,1.0
1071,165,831,0.0
1072,165,900,0.0
1073,165,915,1.0
1074,165,1084,0.0
1075,166,236,1.0
1076,166,522,0.0
1077,166,541,0.0
1078,166,555,0.0
1079,166,670,0.0
1080,166,1080,0.0
1081,166,1271,0.0
1082,167,235,1.0
1083,167,254,1.0
1084,167,1001,0.0
1085,168,102,0.0
1086,168,137,1.0
1087,168,204,1.0
1088,168,562,0.0
1089,168,680,0.0
1090,168,746,0.0
1091,168,1342,0.0
1092,169,121,0.0
1093,169,633,1.0
1094,169,803,0.0
1095,169,944,1.0
1096,169,1114,1.0
1097,170,170,0.0
1098,170,570,0.0
1099,170,764,0.0
1100,170,1315,0.0
1101,170,1336,0.0
1102,171,383,1.0
1103,171,692,0.0
1104,171,797,1.0
1105,171,823,1.0
1106,171,879,1.0
1107,171,1057,0.0
1108,171,1322,0.0
1109,172,59,0.0
1110,172,1103,1.0
1111,172,1117,1.0
1112,172,1182,1.0
1113,173,343,0.0
1114,173,771,1.0
1115,173,901,1.0
1116,173,991,0.0
1117,173,1175,0.0
1118,174,210,1.0
1119,174,256,0.0
1120,174,403,0.0
1121,174,527,0.0
1122,174,625,0.0
1123,174,1081,0.0
1124,174,1148,0.0
1125,174,1371,0.0
1126,175,419,0.0
1127,175,825,1.0
1128,175,858,0.0
1129,175,976,0.0
1130,175,981,0.0
1131,175,1083,0.0
1132,175,1139,1.0
1133,176,103,0.0
1134,176,166,1.0
1135,176,269,0.0
1136,176,794,1.0
1137,176,921,1.0
1138,176,1041,0.0
1139,176,1079,0.0
1140,176,1121,1.0
1141,176,1367,0.0
1142,177,375,1.0
1143,177,441,0.0
1144,177,582,0.0
1145,177,818,1.0
1146,177,1013,0.0
1147,177,1114,0.0
1148,177,1137,1.0
1149,177,1185,0.0
1150,177,1260,0.0
1151,178,266,1.0
1152,178,303,1.0
1153,178,308,1.0
1154,178,372,1.0
1155,178,401,0.0
1156,178,510,0.0
1157,178,571,0.0
1158,178,588,0.0
1159,178,1075,0.0
1160,178,1080,0.0
1161,179,138,1.0
1162,179,199,0.0
1163,179,255,1.0
1164,179,371,1.0
1165,179,422,0.0
1166,179,521,0.0
1167,179,774,1.0
1168,179,793,1.0
1169,179,810,0.0
1170,179,816,1.0
1171,179,877,0.0
1172,179,888,1.0
1173,179,1125,0.0
1174,179,1274,1.0
1175,180,10,0.0
1176,180,145,0.0
1177,180,243,1.0
1178,180,256,1.0
1179,180,351,1.0
1180,180,465,0.0
1181,180,923,0.0
1182,180,954,1.0
1183,181,211,1.0
1184,181,299,0.0
1185,181,382,0.0
1186,181,438,0.0
1187,181,556,0.0
1188,181,638,0.0
1189,181,927,1.0
1190,181,1038,0.0
1191,181,1054,0.0
1192,181,1154,0.0
1193,182,161,1.0
1194,182,168,1.0
1195,182,235,0.0
1196,182,270,1.0
1197,182,273,1.0
1198,182,392,0.0
1199,182,757,0.0
1200,182,848,1.0
1201,182,1083,0.0
1202,182,1121,0.0
1203,182,1139,0.0
1204,182,1160,0.0
1205,182,1254,1.0
1206,183,353,1.0
1207,183,398,1.0
1208,183,658,0.0
1209,183,682,0.0
1210,183,768,1.0
1211,183,1064,0.0
1212,184,136,1.0
1213,184,339,0.0
1214,184,792,1.0
1215,184,848,1.0
1216,184,1183,1.0
1217,184,1347,0.0
1218,185,143,1.0
1219,185,695,0.0
1220,185,1010,0.0
1221,185,1075,0.0
1222,185,1365,0.0
1223,186,60,0.0
1224,186,68,0.0
1225,186,145,1.0
1226,186,262,1.0
1227,186,768,1.0
1228,186,967,0.0
1229,186,1054,0.0
1230,186,1260,0.0
1231,186,1358,0.0
1232,187,249,0.0
1233,187,267,1.0
1234,187,580,0.0
1235,187,704,0.0
1236,187,932,1.0
1237,187,996,0.0
1238,187,1222,0.0
1239,188,24,0.0
1240,188,415,0.0
1241,188,609,0.0
1242,188,828,1.0
1243,188,879,0.0
1244,188,887,1.0
1245,188,1087,0.0
1246,188,1189,1.0
1247,189,313,1.0
1248,189,346,1.0
1249,189,355,1.0
1250,189,567,0.0
1251,189,600,0.0
1252,189,742,0.0
1253,189,996,0.0
1254,189,1143,0.0
1255,189,1197,0.0
1256,189,1202,1.0
1257,190,142,0.0
1258,190,378,0.0
1259,190,794,1.0
1260,190,906,0.0
1261,190,1002,0.0
1262,190,1166,0.0
1263,190,1267,0.0
1264,190,1294,0.0
1265,191,126,1.0
1266,191,782,0.0
1267,192,82,0.0
1268,192,149,1.0
1269,192,551,0.0
1270,192,829,1.0
1271,192,913,0.0
1272,192,1008,1.0
1273,192,1097,1.0
1274,192,1119,0.0
1275,193,205,0.0
1276,193,337,0.0
1277,193,474,0.0
1278,193,793,0.0
1279,193,890,0.0
1280,193,925,0.0
1281,193,933,1.0
1282,193,951,0.0
1283,193,998,0.0
1284,194,513,0.0
1285,194,941,0.0
1286,194,981,0.0
1287,194,1076,1.0
1288,195,267,1.0
1289,195,312,0.0
1290,195,363,1.0
1291,195,831,1.0
1292,195,1006,1.0
1293,195,1142,0.0
1294,196,247,0.0
1295,196,572,0.0
1296,196,643,0.0
1297,196,999,0.0
1298,196,1251,0.0
1299,197,245,0.0
1300,197,759,0.0
1301,197,898,1.0
1302,197,1054,0.0
1303,197,1259,1.0
1304,197,1266,0.0
1305,198,25,0.0
1306,198,116,1.0
1307,198,147,1.0
1308,198,176,0.0
1309,198,269,1.0
1310,198,818,0.0
1311,198,836,0.0
1312,198,1141,0.0
1313,199,184,1.0
1314,199,391,1.0
1315,199,501,0.0
1316,199,1081,1.0
1317,200,33,0.0
1318,200,108,1.0
1319,200,209,0.0
1320,200,726,0.0
1321,200,791,1.0
1322,200,1019,0.0
1323,200,1225,0.0
1324,200,1282,0.0
1325,200,1369,0.0
1326,201,107,1.0
